time;real_x;real_y;real_phi;predict_x;predict_y;predict_phi;update_x;update_y;update_phi
124,2059;-10,7928;-15,13258;-147,7369; -9,846977;-14,40627;-145,3845; -11,33208;-15,20357;-148,8187
124,2597;-10,76887;-15,11755;-146,9082; -9,82481;-14,39096;-144,4774; -11,29869;-15,19193;-147,9136
124,314;-10,74476;-15,10316;-145,8059; -9,802735;-14,37521;-143,5641; -11,28226;-15,17238;-147,113
124,3723;-10,7213;-15,08795;-144,8459; -9,779294;-14,3579;-142,5829; -11,24918;-15,15705;-146,1292
124,4252;-10,70159;-15,07273;-144,08; -9,75827;-14,34182;-141,6915; -11,24755;-15,14637;-145,2041
124,4852;-10,67768;-15,05509;-143,1019; -9,734722;-14,32321;-140,6808; -11,20944;-15,12442;-144,2577
124,5408;-10,65547;-15,03869;-142,2493; -9,713208;-14,30559;-139,7443; -11,18491;-15,11224;-143,246
124,5922;-10,63501;-15,02292;-141,5076; -9,693606;-14,289;-138,8794; -11,15678;-15,09344;-142,5121
124,6427;-10,6141;-15,00784;-140,7421; -9,674571;-14,27238;-138,0285; -11,16337;-15,0716;-141,8027
124,6973;-10,59006;-14,99059;-140,0006; -9,65429;-14,25414;-137,1098; -11,12631;-15,05221;-141,2245
124,7519;-10,58337;-14,98336;-140,1046; -9,645208;-14,2457;-137,1098; -11,1065;-15,03854;-141,4234
124,8053;-10,57859;-14,9776;-139,9893; -9,641066;-14,24185;-137,1098; -11,09953;-15,04718;-141,4874
124,8601;-10,57762;-14,97725;-139,8228; -9,639146;-14,24007;-137,1098; -11,1215;-15,03852;-141,2844
124,9111;-10,57546;-14,97555;-139,8799; -9,63827;-14,23925;-137,1098; -11,13728;-15,03359;-141,2155
124,964;-10,57495;-14,97377;-139,5752; -9,637842;-14,23886;-137,1098; -11,11646;-15,03743;-140,9566
125,0188;-10,57569;-14,97215;-139,5002; -9,637642;-14,23867;-137,1098; -11,10378;-15,0372;-140,8586
125,0712;-10,57467;-14,97334;-139,4662; -9,63755;-14,23858;-137,1098; -11,0957;-15,03747;-140,8067
125,1231;-10,5941;-14,98941;-139,4934; -9,656536;-14,25622;-137,1098; -11,13582;-15,05159;-140,7772
125,1813;-10,61475;-15,00964;-138,62; -9,677886;-14,27605;-136,1285; -11,14565;-15,06806;-140,1363
125,2351;-10,63463;-15,02701;-137,778; -9,697268;-14,29469;-135,2231; -11,17946;-15,09451;-138,9674
125,2801;-10,6522;-15,04177;-137,0435; -9,713244;-14,31054;-134,4651; -11,18306;-15,11287;-138,1609
125,3336;-10,66989;-15,0604;-136,2536; -9,731981;-14,32963;-133,5643; -11,21823;-15,12519;-137,4118
125,3852;-10,6885;-15,07874;-135,3309; -9,74975;-14,34831;-132,6961; -11,2214;-15,14607;-136,6733
125,437;-10,70646;-15,09729;-134,491; -9,767323;-14,36736;-131,8234; -11,24429;-15,15998;-135,6922
125,492;-10,72438;-15,11516;-133,5743; -9,785638;-14,38782;-130,8985; -11,25444;-15,18837;-134,7305
125,5427;-10,74237;-15,13415;-132,7891; -9,802267;-14,40702;-130,0432; -11,26897;-15,19803;-133,8493
125,5981;-10,76071;-15,15492;-131,9103; -9,820087;-14,42823;-129,1104; -11,28185;-15,21212;-133,2114
125,6541;-10,77834;-15,17583;-130,9274; -9,837736;-14,44993;-128,1682; -11,29781;-15,24155;-132,0669
125,7062;-10,79494;-15,19592;-130,1406; -9,853842;-14,47042;-127,2906; -11,33734;-15,26214;-131,1014
125,7586;-10,80277;-15,20481;-130,2388; -9,861397;-14,48035;-127,2906; -11,33482;-15,27113;-131,1661
125,8144;-10,80743;-15,21011;-130,3069; -9,864954;-14,48502;-127,2906; -11,33142;-15,27908;-131,2437
125,8673;-10,81124;-15,21204;-130,2628; -9,866542;-14,4871;-127,2906; -11,3307;-15,27876;-131,1788
125,9201;-10,8129;-15,21309;-130,4472; -9,86729;-14,48809;-127,2906; -11,34045;-15,28707;-131,2522
125,975;-10,8127;-15,21344;-130,4296; -9,867641;-14,48855;-127,2906; -11,34517;-15,28984;-131,2808
126,0289;-10,79457;-15,19325;-129,5091; -9,851306;-14,4671;-126,3826; -11,31913;-15,26891;-130,503
126,0916;-10,77623;-15,16946;-128,471; -9,832697;-14,44184;-125,3261; -11,29475;-15,2402;-129,6514
126,1472;-10,7584;-15,14722;-127,4156; -9,816624;-14,41916;-124,39; -11,28036;-15,23305;-128,5433
126,2008;-10,74283;-15,12574;-126,5124; -9,80149;-14,39705;-123,4877; -11,26517;-15,20784;-127,4992
126,254;-10,72728;-15,10454;-125,5404; -9,786807;-14,37486;-122,5915; -11,2534;-15,18465;-126,5304
126,3098;-10,71139;-15,08105;-124,5671; -9,771799;-14,35138;-121,6532; -11,23879;-15,15038;-125,8401
126,3624;-10,69597;-15,05879;-123,9049; -9,757992;-14,32898;-120,7672; -11,21972;-15,12528;-125,0353
126,415;-10,68258;-15,03634;-122,9666; -9,744534;-14,30638;-119,8813; -11,20251;-15,09781;-124,3108
126,4712;-10,66728;-15,01151;-121,9966; -9,730537;-14,28202;-118,9352; -11,18944;-15,08282;-123,2656
126,5254;-10,65268;-14,98936;-121,1488; -9,717422;-14,2583;-118,0223; -11,17047;-15,06003;-122,3224
126,5739;-10,64549;-14,97851;-121,05; -9,711555;-14,24727;-118,0223; -11,16248;-15,06088;-122,0817
126,6304;-10,6413;-14,9735;-121,0752; -9,708581;-14,24168;-118,0223; -11,15879;-15,04862;-122,1912
126,6834;-10,63992;-14,97174;-121,3549; -9,707272;-14,23922;-118,0223; -11,15557;-15,03982;-122,4651
126,7435;-10,64027;-14,96712;-121,3253; -9,706678;-14,23811;-118,0223; -11,15249;-15,0277;-122,635
126,7978;-10,64062;-14,96935;-121,4804; -9,706433;-14,23765;-118,0223; -11,15149;-15,0334;-122,6619
126,8491;-10,64099;-14,96931;-121,3321; -9,706321;-14,23744;-118,0223; -11,15138;-15,02631;-122,7005
126,9017;-10,6419;-14,96881;-121,3632; -9,706266;-14,23733;-118,0223; -11,15411;-15,03102;-122,6442
126,9568;-10,6536;-14,99162;-120,3542; -9,719217;-14,26167;-117,094; -11,17793;-15,06265;-121,4023
127,0092;-10,66751;-15,01509;-119,4864; -9,731148;-14,28499;-116,2119; -11,1903;-15,09429;-120,514
127,0591;-10,67983;-15,03624;-118,5675; -9,742174;-14,30738;-115,3712; -11,20767;-15,10733;-119,9511
127,1125;-10,69275;-15,05844;-117,7825; -9,75361;-14,3315;-114,4725; -11,21585;-15,13693;-119,0201
127,1638;-10,70382;-15,07894;-117,0085; -9,764235;-14,35484;-113,6087; -11,22226;-15,15722;-118,3811
127,2154;-10,71357;-15,1027;-116,1746; -9,774565;-14,37848;-112,7402; -11,24796;-15,18627;-117,1051
127,2683;-10,72304;-15,12723;-115,3068; -9,784786;-14,40286;-111,8496; -11,25115;-15,20684;-116,3072
127,3196;-10,73607;-15,15224;-114,4694; -9,794331;-14,42667;-110,986; -11,25979;-15,22218;-115,7252
127,3713;-10,74754;-15,17505;-113,7093; -9,803598;-14,45083;-110,1145; -11,27558;-15,24274;-115,0313
127,4192;-10,75745;-15,19731;-112,8886; -9,811838;-14,47333;-109,3076; -11,27942;-15,26471;-114,2926
127,4758;-10,76305;-15,20919;-112,904; -9,815899;-14,48492;-109,3076; -11,28967;-15,27387;-114,2716
127,5297;-10,76533;-15,21484;-112,7846; -9,817682;-14,49001;-109,3076; -11,29424;-15,26657;-114,1883
127,5856;-10,76599;-15,21728;-112,8806; -9,818499;-14,49234;-109,3076; -11,28676;-15,28396;-114,3861
127,6388;-10,76777;-15,21925;-112,9779; -9,818862;-14,49337;-109,3076; -11,28798;-15,2916;-114,3071
127,6926;-10,75676;-15,19534;-112,9687; -9,809969;-14,46799;-109,3076; -11,27835;-15,26567;-114,2068
127,7493;-10,74429;-15,16937;-112,0482; -9,800596;-14,44124;-108,353; -11,2627;-15,23689;-113,4177
127,8046;-10,73375;-15,14477;-110,9873; -9,791897;-14,41501;-107,4225; -11,25354;-15,21487;-112,1858
127,8612;-10,72358;-15,11754;-109,9992; -9,78342;-14,388;-106,4691; -11,24137;-15,18325;-111,3733
127,9217;-10,7134;-15,09032;-109,0722; -9,774846;-14,359;-105,4506; -11,2296;-15,15176;-110,4349
127,9725;-10,70529;-15,06676;-108,2259; -9,768076;-14,3345;-104,5948; -11,2181;-15,1206;-109,6798
128,0251;-10,69679;-15,04283;-107,3071; -9,761446;-14,30904;-103,7088; -11,21506;-15,11176;-108,4122
128,0802;-10,68884;-15,01739;-106,3037; -9,754913;-14,28226;-102,7805; -11,20852;-15,08802;-107,4237
128,1323;-10,68193;-14,99253;-105,4971; -9,749151;-14,25686;-101,9033; -11,19671;-15,06024;-106,6228
128,1836;-10,674;-14,96736;-104,4287; -9,743862;-14,23177;-101,0398; -11,18849;-15,03518;-105,9755
128,2393;-10,66717;-14,93827;-103,7373; -9,738534;-14,20446;-100,1028; -11,18077;-15,00822;-105,1561
128,2921;-10,66066;-14,9121;-102,8336; -9,733902;-14,17846;-99,21357; -11,17276;-14,9953;-104,324
128,3451;-10,65333;-14,88487;-101,8633; -9,729661;-14,15232;-98,32153; -11,18596;-14,96764;-103,0213
128,4006;-10,64783;-14,85833;-100,7978; -9,725642;-14,12484;-97,38631; -11,17245;-14,92531;-101,9842
128,4538;-10,64339;-14,83237;-99,99646; -9,722226;-14,09848;-96,49143; -11,16358;-14,89857;-101,2559
128,5063;-10,63962;-14,80497;-99,18222; -9,719256;-14,07238;-95,60683; -11,15518;-14,87475;-100,5529
128,5612;-10,63611;-14,7776;-98,35885; -9,716574;-14,04506;-94,68215; -11,15121;-14,85497;-99,52039
128,6132;-10,63173;-14,75084;-97,54065; -9,714451;-14,01914;-93,80629; -11,14336;-14,82818;-98,75978
128,6659;-10,62854;-14,72513;-97,61076; -9,712703;-13,99286;-93,80629; -11,14133;-14,80537;-98,70359
128,7205;-10,62489;-14,69766;-97,56013; -9,71089;-13,96561;-93,80629; -11,13815;-14,77834;-98,68156
128,7733;-10,6212;-14,67352;-97,51401; -9,709139;-13,93929;-93,80629; -11,13084;-14,75037;-98,75117
128,8256;-10,61742;-14,64743;-97,52972; -9,707402;-13,91319;-93,80629; -11,12855;-14,72601;-98,67224
128,8805;-10,6135;-14,61835;-97,54835; -9,70558;-13,88579;-93,80629; -11,12579;-14,69959;-98,64122
128,9335;-10,6106;-14,59206;-97,49522; -9,703819;-13,85933;-93,80629; -11,1225;-14,67247;-98,62834
128,99;-10,60784;-14,56431;-96,41112; -9,701945;-13,83116;-92,85541; -11,11255;-14,63374;-97,66693
129,0442;-10,60338;-14,53811;-95,57555; -9,700596;-13,8041;-91,94305; -11,10771;-14,6084;-96,79057
129,0945;-10,6003;-14,51249;-94,68586; -9,699743;-13,77896;-91,09597; -11,10306;-14,58128;-95,9612
129,1445;-10,59952;-14,48683;-93,80765; -9,699265;-13,75399;-90,25479; -11,1053;-14,56468;-94,96449
129,2027;-10,59647;-14,45692;-92,83342; -9,699136;-13,72489;-89,27487; -11,09853;-14,53018;-94,0024
129,254;-10,59624;-14,43106;-92,05949; -9,699461;-13,69922;-88,41031; -11,09393;-14,50083;-93,33108
129,308;-10,59521;-14,40453;-91,13245; -9,700211;-13,67221;-87,50053; -11,09185;-14,47682;-92,51869
129,3619;-10,59615;-14,37649;-90,17577; -9,701386;-13,64528;-86,5928; -11,09439;-14,4664;-91,16328
129,413;-10,59578;-14,35104;-89,2829; -9,702904;-13,6198;-85,73312; -11,09779;-14,43054;-90,36454
129,4642;-10,5949;-14,32574;-88,56106; -9,70481;-13,59424;-84,8701; -11,09937;-14,40238;-89,61045
129,5194;-10,5943;-14,29704;-88,51224; -9,707277;-13,56676;-84,8701; -11,09982;-14,37262;-89,65982
129,5717;-10,59539;-14,27177;-88,44407; -9,709612;-13,54076;-84,8701; -11,09964;-14,34497;-89,6803
129,6252;-10,59444;-14,24545;-88,36381; -9,712005;-13,5141;-84,8701; -11,09616;-14,31832;-89,82049
129,6794;-10,59461;-14,218;-88,25468; -9,714428;-13,48711;-84,8701; -11,0928;-14,28451;-89,60291
129,7316;-10,59304;-14,19025;-88,23381; -9,716761;-13,46112;-84,8701; -11,09032;-14,25482;-89,53137
129,7833;-10,59337;-14,1663;-88,34053; -9,719073;-13,43536;-84,8701; -11,08873;-14,22904;-89,62495
129,8398;-10,59313;-14,13885;-88,25468; -9,721601;-13,4072;-84,8701; -11,0875;-14,1995;-89,57403
129,8929;-10,59474;-14,11363;-88,32607; -9,723972;-13,38079;-84,8701; -11,08691;-14,17423;-89,64828
129,9462;-10,59442;-14,08627;-88,62458; -9,726356;-13,35424;-84,8701; -11,08619;-14,15649;-89,77446
129,9946;-10,59558;-14,06179;-88,56442; -9,728522;-13,33011;-84,8701; -11,09003;-14,15181;-89,69429
130,0531;-10,59722;-14,03182;-88,64357; -9,731138;-13,30097;-84,8701; -11,08934;-14,12118;-89,70805
130,1086;-10,59693;-14,00409;-88,63641; -9,733618;-13,27335;-84,8701; -11,09025;-14,0991;-89,68404
130,1632;-10,59656;-13,97774;-88,61256; -9,73606;-13,24615;-84,8701; -11,09286;-14,08416;-89,6051
130,2156;-10,59869;-13,95075;-88,64715; -9,7384;-13,22009;-84,8701; -11,09462;-14,06214;-89,55897
130,2671;-10,6002;-13,92633;-88,75671; -9,740705;-13,19442;-84,8701; -11,09137;-14,02122;-89,63796
130,3206;-10,5999;-13,89864;-88,63529; -9,743094;-13,16779;-84,8701; -11,09116;-13,98656;-89,55315
130,373;-10,60108;-13,87108;-88,54598; -9,745437;-13,1417;-84,8701; -11,09061;-13,95269;-89,5586
130,4259;-10,60145;-13,84384;-88,37233; -9,747801;-13,11537;-84,8701; -11,09074;-13,91031;-89,6419
130,4802;-10,59979;-13,8168;-88,36665; -9,750232;-13,08828;-84,8701; -11,0894;-13,87716;-89,67146
130,5327;-10,59927;-13,79042;-88,33875; -9,752577;-13,06217;-84,8701; -11,08774;-13,848;-89,6761
130,5849;-10,60193;-13,76349;-88,1657; -9,754913;-13,03614;-84,8701; -11,08259;-13,81902;-89,86249
130,6408;-10,60405;-13,73462;-88,35462; -9,75741;-13,00833;-84,8701; -11,08499;-13,78893;-89,73239
130,6946;-10,60392;-13,70651;-88,50317; -9,759814;-12,98154;-84,8701; -11,08493;-13,7659;-89,66435
130,7482;-10,60524;-13,67927;-88,44038; -9,762211;-12,95485;-84,8701; -11,0832;-13,73375;-89,70535
130,8037;-10,60477;-13,65201;-88,42765; -9,764692;-12,92721;-84,8701; -11,0819;-13,70151;-89,7448
130,8561;-10,60558;-13,62561;-88,31496; -9,767037;-12,90109;-84,8701; -11,07993;-13,67261;-89,58219
130,9098;-10,60619;-13,59845;-88,27889; -9,769438;-12,87435;-84,8701; -11,09009;-13,65488;-89,58537
130,9668;-10,6059;-13,57114;-88,30602; -9,771982;-12,846;-84,8701; -11,09891;-13,62917;-89,61067
131,0205;-10,60737;-13,54535;-88,13808; -9,774384;-12,81925;-84,8701; -11,10531;-13,61123;-89,37508
131,0761;-10,61062;-13,51738;-87,2681; -9,776872;-12,79154;-83,93335; -11,10112;-13,58621;-88,36967
131,1412;-10,61206;-13,48468;-86,05042; -9,780312;-12,75918;-82,8373; -11,12565;-13,56065;-87,12875
131,1943;-10,61383;-13,45798;-86,24361; -9,78362;-12,73285;-82,8373; -11,12698;-13,53414;-87,12875
131,2478;-10,61515;-13,43262;-86,22095; -9,786958;-12,70629;-82,8373; -11,12832;-13,50741;-87,12875
131,3019;-10,61618;-13,40564;-86,22765; -9,790332;-12,67944;-82,8373; -11,12967;-13,48038;-87,12875
131,3549;-10,61926;-13,37956;-86,26057; -9,793634;-12,65315;-82,8373; -11,131;-13,45392;-87,12875
131,4066;-10,62028;-13,35336;-86,22262; -9,796855;-12,62753;-82,8373; -11,14287;-13,48053;-86,99126
131,4632;-10,62028;-13,32573;-86,30281; -9,800386;-12,59943;-82,8373; -11,1488;-13,48028;-86,96691
131,5171;-10,62353;-13,29898;-87,13577; -9,803744;-12,57271;-83,74425; -11,15431;-13,48179;-87,79801
131,5717;-10,62494;-13,27223;-88,06483; -9,806723;-12,54554;-84,66456; -11,15536;-13,45449;-88,71832
131,6295;-10,62464;-13,24451;-89,25441; -9,809411;-12,51676;-85,63806; -11,15461;-13,41998;-89,8196
131,6835;-10,62601;-13,21767;-89,0892; -9,811461;-12,48988;-85,63806; -11,15242;-13,37195;-89,87325
131,7386;-10,62502;-13,19041;-88,93642; -9,81356;-12,46238;-85,63806; -11,15044;-13,3229;-89,90458
131,7934;-10,62536;-13,16271;-88,86864; -9,815642;-12,43508;-85,63806; -11,17625;-13,26202;-89,93286
131,8465;-10,62553;-13,13425;-88,77064; -9,817664;-12,40858;-85,63806; -11,19228;-13,21421;-90,23597
131,9012;-10,62619;-13,10728;-88,70509; -9,819742;-12,38134;-85,63806; -11,19715;-13,17943;-90,34827
131,9507;-10,62672;-13,08189;-88,70911; -9,821624;-12,35667;-85,63806; -11,19858;-13,1502;-90,3905
132,0017;-10,62738;-13,05427;-88,74603; -9,823564;-12,33124;-85,63806; -11,1993;-13,12072;-90,40257
132,0532;-10,62635;-13,02714;-88,79687; -9,825525;-12,30553;-85,63806; -11,19972;-13,09144;-90,40106
132,1077;-10,62563;-13,00067;-88,86913; -9,827595;-12,27839;-85,63806; -11,19953;-13,06423;-90,40106
132,1581;-10,62502;-12,97456;-88,975; -9,829512;-12,25326;-85,63806; -11,19935;-13,03903;-90,40106
132,2025;-10,62463;-12,95292;-88,93178; -9,831202;-12,23111;-85,63806; -11,1992;-13,01681;-90,40106
132,2608;-10,62494;-12,92404;-88,94688; -9,833418;-12,20205;-85,63806; -11,19899;-12,98767;-90,40106
132,3133;-10,62471;-12,89882;-88,86178; -9,835416;-12,17585;-85,63806; -11,19881;-12,9614;-90,40106
132,3639;-10,62481;-12,87433;-88,70892; -9,837339;-12,15064;-85,63806; -11,12538;-12,91375;-90,31483
132,4155;-10,62427;-12,84936;-88,49751; -9,8393;-12,12493;-85,63806; -11,08385;-12,88557;-90,17141
132,4705;-10,62463;-12,82135;-88,49068; -9,841392;-12,09751;-85,63806; -11,05866;-12,85704;-90,08423
132,5224;-10,62427;-12,79631;-88,39198; -9,843366;-12,07163;-85,63806; -10,99228;-12,86191;-89,97832
132,5742;-10,62583;-12,77053;-88,33476; -9,845335;-12,04581;-85,63806; -10,98799;-12,85352;-89,57764
132,6297;-10,62504;-12,7444;-88,39986; -9,847445;-12,01815;-85,63806; -10,98482;-12,83621;-89,31957
132,6833;-10,62655;-12,71626;-88,37099; -9,849483;-11,99143;-85,63806; -10,98331;-12,81619;-89,18599
132,7303;-10,62753;-12,69425;-88,3096; -9,851271;-11,96799;-85,63806; -10,9821;-12,79541;-89,12059
132,7849;-10,62959;-12,66663;-88,25785; -9,853348;-11,94077;-85,63806; -10,98339;-12,77334;-89,13615
132,8384;-10,62989;-12,65385;-88,23698; -9,854294;-11,92837;-85,63806; -10,98838;-12,7647;-89,14693
132,8919;-10,63104;-12,64893;-88,13081; -9,854733;-11,9226;-85,63806; -10,98601;-12,75556;-89,1707
132,9473;-10,62859;-12,64613;-88,1168; -9,854937;-11,91994;-85,63806; -10,98356;-12,75143;-89,18587
133,0005;-10,6277;-12,64452;-88,20876; -9,855028;-11,91875;-85,63806; -10,97868;-12,74554;-89,09499
133,0547;-10,62864;-12,6433;-88,21898; -9,855071;-11,91819;-85,63806; -10,97742;-12,74456;-89,06629
133,1147;-10,631;-12,64261;-88,26255; -9,85509;-11,91794;-85,63806; -10,97718;-12,73473;-88,98998
133,1714;-10,62996;-12,64361;-88,2104; -9,855098;-11,91784;-85,63806; -10,97555;-12,73009;-88,97306
133,218;-10,6305;-12,64387;-88,37072; -9,855102;-11,91779;-85,63806; -10,97657;-12,74183;-89,02644
133,2732;-10,6303;-12,64308;-88,47863; -9,855103;-11,91777;-85,63806; -10,97793;-12,74756;-89,02137
133,3278;-10,63112;-12,64251;-88,47825; -9,855104;-11,91776;-85,63806; -10,97942;-12,75033;-89,01712
133,3805;-10,63262;-12,64315;-88,46519; -9,855104;-11,91776;-85,63806; -10,98118;-12,75229;-89,02087
133,4487;-10,63203;-12,64348;-88,63687; -9,855104;-11,91775;-85,63806; -10,9812;-12,74843;-89,22293
133,4998;-10,63158;-12,64179;-88,462; -9,855104;-11,91775;-85,63806; -10,98182;-12,75371;-88,97958
133,5504;-10,62965;-12,64191;-88,46164; -9,855104;-11,91775;-85,63806; -10,98024;-12,75486;-88,88303
133,6059;-10,62986;-12,64173;-88,7246; -9,855104;-11,91775;-85,63806; -10,97613;-12,75266;-89,08566
133,6592;-10,62879;-12,64181;-88,80411; -9,855104;-11,91775;-85,63806; -10,97193;-12,73764;-89,38382
133,7094;-10,62916;-12,64149;-88,74679; -9,855104;-11,91775;-85,63806; -10,97015;-12,72961;-89,55937
133,7643;-10,6293;-12,61527;-88,71947; -9,85719;-11,8904;-85,63806; -10,97553;-12,71316;-89,50368
133,8165;-10,63113;-12,58824;-88,8249; -9,859175;-11,86439;-85,63806; -10,97373;-12,67622;-89,64989
133,868;-10,63124;-12,56212;-88,79533; -9,861134;-11,83871;-85,63806; -10,9768;-12,65783;-89,57864
133,9225;-10,63259;-12,53537;-88,90249; -9,863207;-11,81153;-85,63806; -10,97526;-12,63204;-89,78819
133,9753;-10,63321;-12,50905;-88,8941; -9,865215;-11,78519;-85,63806; -10,97515;-12,60137;-89,62337
134,027;-10,63378;-12,48313;-88,94754; -9,867179;-11,75945;-85,63806; -10,97695;-12,58599;-89,65401
134,0838;-10,63516;-12,45637;-89,05688; -9,869339;-11,73114;-85,63806; -10,97551;-12,55543;-89,72663
134,141;-10,63511;-12,42887;-88,99754; -9,871516;-11,70259;-85,63806; -10,97691;-12,53529;-89,76161
134,1955;-10,63476;-12,40187;-88,89962; -9,873588;-11,67544;-85,63806; -10,97557;-12,50663;-89,77555
134,2521;-10,63542;-12,37283;-89,07379; -9,87574;-11,64722;-85,63806; -10,97994;-12,47905;-89,90964
134,3082;-10,63505;-12,34595;-89,08012; -9,877876;-11,61922;-85,63806; -10,98102;-12,45151;-89,95135
134,356;-10,6363;-12,32207;-89,00401; -9,879691;-11,59542;-85,63806; -10,97641;-12,40385;-89,98575
134,4129;-10,63625;-12,29125;-88,9315; -9,881858;-11,56702;-85,63806; -10,97804;-12,36165;-90,02404
134,4673;-10,63852;-12,26499;-88,96347; -9,883924;-11,53992;-85,63806; -10,9845;-12,33008;-89,92622
134,5217;-10,63928;-12,23876;-88,95661; -9,885993;-11,5128;-85,63806; -10,9705;-12,32494;-90,00589
134,5855;-10,64026;-12,20676;-88,9185; -9,888418;-11,48101;-85,63806; -10,95265;-12,28149;-89,7993
134,6394;-10,64128;-12,17954;-88,90047; -9,890468;-11,45414;-85,63806; -10,94273;-12,24998;-89,71808
134,6943;-10,64056;-12,1517;-88,96855; -9,892556;-11,42676;-85,63806; -10,95118;-12,21227;-89,59059
134,7515;-10,63996;-12,12477;-88,88823; -9,894732;-11,39823;-85,63806; -10,96805;-12,19089;-89,69935
134,8058;-10,64085;-12,09932;-88,88229; -9,896796;-11,37117;-85,63806; -10,97618;-12,16334;-89,7683
134,862;-10,64024;-12,07278;-88,84337; -9,898935;-11,34313;-85,63806; -10,97645;-12,13193;-89,80634
134,9189;-10,64025;-12,04395;-88,73348; -9,901096;-11,31479;-85,63806; -11,0002;-12,10612;-89,83156
134,9738;-10,64096;-12,01724;-88,7484; -9,903185;-11,2874;-85,63806; -11,01443;-12,07611;-89,89486
135,027;-10,64295;-11,98996;-88,72665; -9,905209;-11,26088;-85,63806; -11,01919;-12,04404;-89,94353
135,084;-10,64409;-11,96066;-88,82613; -9,907377;-11,23244;-85,63806; -11,0103;-12,01579;-89,92207
135,1377;-10,64492;-11,93435;-88,82684; -9,909419;-11,20567;-85,63806; -11,02133;-11,98203;-89,6035
135,1905;-10,64491;-11,90746;-89,02909; -9,911425;-11,17937;-85,63806; -11,0373;-11,96043;-89,86761
135,2481;-10,64577;-11,87825;-89,01483; -9,913616;-11,15065;-85,63806; -11,04113;-11,92773;-89,96452
135,3032;-10,64609;-11,85082;-89,08179; -9,915711;-11,12318;-85,63806; -11,04868;-11,89524;-90,04264
135,3578;-10,64638;-11,82323;-89,12116; -9,917789;-11,09593;-85,63806; -11,02809;-11,88058;-90,10404
135,4143;-10,6466;-11,79491;-89,12849; -9,919935;-11,0678;-85,63806; -11,01365;-11,85501;-90,10784
135,4618;-10,64812;-11,77197;-89,18725; -9,921742;-11,04411;-85,63806; -11,00872;-11,83121;-90,12325
135,516;-10,64813;-11,74425;-89,19383; -9,923804;-11,01709;-85,63806; -11,00478;-11,80011;-90,13757
135,5734;-10,64861;-11,71473;-89,11294; -9,925985;-10,98849;-85,63806; -10,99663;-11,76731;-90,13223
135,6276;-10,64993;-11,68672;-89,13258; -9,928046;-10,96147;-85,63806; -10,99954;-11,74117;-90,04421
135,6883;-10,65147;-11,65555;-88,84937; -9,930354;-10,93121;-85,63806; -11,00416;-11,72094;-89,80016
135,7437;-10,65112;-11,6269;-88,8803; -9,932464;-10,90355;-85,63806; -11,00704;-11,70221;-89,60258
135,7959;-10,65242;-11,60136;-89,85688; -9,934449;-10,87752;-86,51727; -11,02817;-11,66576;-90,6956
135,85;-10,65112;-11,57511;-90,86936; -9,936091;-10,85053;-87,42782; -11,03749;-11,63366;-91,69881
135,9052;-10,64978;-11,54675;-91,89169; -9,937329;-10,82297;-88,35686; -11,03471;-11,60989;-92,87746
135,9597;-10,64793;-11,51915;-91,90231; -9,938111;-10,79571;-88,35686; -11,0347;-11,58137;-92,97179
136,0145;-10,64676;-11,49047;-91,9843; -9,938895;-10,76837;-88,35686; -11,03732;-11,54978;-92,87523
136,0708;-10,64568;-11,46224;-91,93708; -9,939703;-10,74022;-88,35686; -11,00982;-11,53257;-92,98161
136,1239;-10,64687;-11,43709;-91,90979; -9,940465;-10,71366;-88,35686; -10,99584;-11,51317;-92,99611
136,1785;-10,64584;-11,41037;-92,7646; -9,941247;-10,6864;-89,27512; -10,99976;-11,48612;-93,92381
136,2359;-10,6437;-11,38164;-93,71314; -9,94161;-10,65768;-90,24245; -11,00331;-11,44873;-94,76942
136,2837;-10,6426;-11,35714;-94,5035; -9,941509;-10,63377;-91,04767; -11,00467;-11,40408;-95,53496
136,3379;-10,64148;-11,33078;-95,35038; -9,941013;-10,60666;-91,96053; -10,99293;-11,39218;-96,27013
136,3956;-10,63793;-11,30102;-96,56471; -9,940026;-10,57783;-92,93222; -10,99568;-11,36483;-97,26067
136,4497;-10,63393;-11,27425;-97,47037; -9,938643;-10,55084;-93,84225; -10,98528;-11,34135;-98,19597
136,5044;-10,63226;-11,24668;-98,36672; -9,93681;-10,52354;-94,7636; -10,98704;-11,30944;-99,16384
136,5597;-10,63018;-11,2207;-99,14003; -9,934516;-10,496;-95,69419; -10,99201;-11,27875;-100,0118
136,6129;-10,62419;-11,19648;-100,0638; -9,931875;-10,46952;-96,59035; -10,99197;-11,2528;-100,9475
136,6601;-10,61978;-11,17523;-101,1246; -9,929168;-10,44609;-97,38477; -11,00395;-11,23816;-101,8602
136,7183;-10,61511;-11,14585;-102,208; -9,925426;-10,41722;-98,36495; -10,9911;-11,20149;-103,0699
136,7744;-10,60843;-11,12118;-103,1737; -9,921347;-10,38948;-99,30942; -10,94272;-11,17417;-103,6306
136,8287;-10,6013;-11,09441;-104,144; -9,916953;-10,36267;-100,2241; -10,92635;-11,15017;-104,5957
136,8909;-10,59448;-11,06615;-105,2515; -9,911429;-10,33205;-101,2721; -10,92299;-11,11033;-105,7331
136,942;-10,58886;-11,04083;-106,13; -9,906438;-10,307;-102,132; -10,9103;-11,09299;-106,6465
